"x","year","month","country"
1730597.94412016,2013,5,"Spain"
1332216.65743431,2018,NA,"France"
1332216.65743431,2018,NA,"France"
1486755.88657022,NA,NA,"Greece"
1486755.88657022,NA,NA,"Greece"
1486755.88657022,NA,NA,"Greece"
