"x","year","month","country"
1350364.66769058,2003,NA,"Isle of Man"
Inf,1989,8,"United Kingdom of Great Britain and Northern Ireland"
1448408.82917676,1939,NA,"Ireland"
1448408.82917676,1939,NA,"Ireland"
1448408.82917676,1937,NA,"Ireland"
1448408.82917676,1937,NA,"Ireland"
0,2019,NA,"Spain"
0,2018,NA,"Spain"
Inf,NA,NA,"Norway"
Inf,NA,NA,"Norway"
Inf,NA,NA,"Norway"
Inf,NA,NA,"Norway"
Inf,NA,NA,"Norway"
Inf,NA,NA,"Norway"
Inf,NA,NA,"Norway"
Inf,NA,NA,"Norway"
Inf,NA,NA,"Norway"
