"x","year","month","country"
3038907.40508875,2013,5,"Spain"
2803607.79925583,2018,NA,"France"
2803607.79925583,2018,NA,"France"
0.563613671877229,NA,NA,"Greece"
0.563613671877229,NA,NA,"Greece"
0.563613671877229,NA,NA,"Greece"
