"x","year","month","country"
545213.092709593,2021,8,"Netherlands"
717491.001292809,2019,3,"Netherlands"
485113.973444429,2019,3,"Netherlands"
590112.191444891,2018,1,"Netherlands"
590112.191444891,2017,1,"Netherlands"
722315.09031173,2017,3,"Netherlands"
688438.784002679,2009,10,"Netherlands"
1747080.18555582,NA,NA,"Ireland"
