"x","year","month","country"
2589581.2947869,2024,9,"Spain"
2589581.2947869,2023,9,"Spain"
2589581.2947869,2023,9,"Spain"
2589581.2947869,2023,9,"Spain"
1649304.48638007,2022,4,"Italy"
4866573.36108601,2015,3,"France"
2257869.43034685,2014,1,"France"
4866573.36108601,2013,4,"France"
4808700.77772334,NA,NA,"France"
4808700.77772334,NA,NA,"France"
