"x","year","month","country"
2275555.82845303,2022,10,"France"
883919.642757288,2014,4,"Italy"
883919.642757288,2014,4,"Italy"
883919.642757288,2013,6,"Italy"
883919.642757288,2013,6,"Italy"
883919.642757288,2013,6,"Italy"
