"x","year","month","country"
4670695.29805696,2024,9,"France"
2103427.19894388,2022,1,"France"
2129301.85134518,2022,3,"France"
2103427.19894388,2022,8,"France"
5697138.11269345,2021,8,"Netherlands"
2103427.19894388,2015,5,"France"
2103427.19894388,2014,1,"France"
4651623.26735998,2007,5,"France"
0,NA,NA,"Greece"
3374260.72405222,NA,NA,"Portugal"
