"x","year","month","country"
4077926.15777644,2013,5,"Spain"
4934965.9110534,2018,NA,"France"
4934965.9110534,2018,NA,"France"
1531020.64179762,NA,NA,"Greece"
1531020.64179762,NA,NA,"Greece"
1531020.64179762,NA,NA,"Greece"
