"Longitude","Latitude","Year","Month","Country"
-5.051398,50.14569,2019,4,"United Kingdom of Great Britain and Northern Ireland"
-1.50729,46.19462,2019,4,"France"
-2.24222,47.13606,2019,4,"France"
-2.15023,46.9005,2019,4,"France"
-2.15027,46.89448,2019,4,"France"
-1.48215,46.22853,2019,4,"France"
-5.049949,50.14558,2019,4,"United Kingdom of Great Britain and Northern Ireland"
-2.24576,47.13579,2019,4,"France"
-3.07819,48.87823,2019,4,"France"
-1.35458,46.20528,2019,4,"France"
-5.049949,50.14558,2019,4,"United Kingdom of Great Britain and Northern Ireland"
-4.63228,48.02907,2019,4,"France"
-1.32731,46.14755,2019,4,"France"
-2.52873,47.38683,2019,4,"France"
-3.58381,48.7734,2019,4,"France"
-2.18841,48.60655,2019,4,"France"
-2.47354,48.62235,2019,4,"France"
-4.42577,47.96365,2019,4,"France"
-3.51524,48.83371,2019,4,"France"
-3.95789,47.71855,2019,4,"France"
-3.92085,47.86957,2019,4,"France"
-3.57723,48.80365,2019,4,"France"
-3.20957,47.64314,2019,4,"France"
-1.66163,43.39818,2019,4,"France"
-1.14109,46.25112,2019,4,"France"
-1.41409,46.23031,2019,4,"France"
-3.9542,47.71758,2019,4,"France"
-1.48875,46.25198,2019,4,"France"
-1.32716,46.14769,2019,4,"France"
-3.99988,47.7208,2019,4,"France"
-1.9838,47.03074,2019,4,"France"
-3.21508,47.645,2019,4,"France"
-3.9294,47.87385,2019,4,"France"
-2.25987,43.303637,2019,4,"Spain"
-1.67869,43.38879,2019,4,"France"
-3.10895,48.86557,2019,4,"France"
-2.16745,47.1684,2019,4,"France"
-2.2201,47.00387,2019,4,"France"
-3.9043,47.85708,2019,4,"France"
-2.22032,47.00386,2019,4,"France"
-3.90146,47.83659,2019,4,"France"
-3.25116,47.6663,2019,4,"France"
-2.239071,43.30848,2019,4,"Spain"
-1.56201,46.24496,2019,4,"France"
-2.88412,48.67658,2019,4,"France"
-2.29427,46.98584,2019,4,"France"
-1.64068,43.4075,2019,4,"France"
-2.17047,47.26732,2019,4,"France"
-3.13257,48.85915,2019,4,"France"
-2.18383,48.5915,2019,4,"France"
-3.9772,47.85395,2019,4,"France"
-1.27307,46.15175,2019,4,"France"
-3.50981,48.82737,2019,4,"France"
-2.22198,47.1276,2019,4,"France"
-3.57907,48.78183,2019,4,"France"
-1.38213,46.17219,2019,4,"France"
-2.25036,47.02626,2019,4,"France"
-1.48607,46.20075,2019,4,"France"
-3.56573,48.7602,2019,4,"France"
-2.239071,43.30848,2019,4,"Spain"
-3.03554,48.78309,2019,4,"France"
-2.260447,43.303785,2019,4,"Spain"
-1.25873,46.16322,2019,4,"France"
-3.40822,47.70283,2019,4,"France"
-1.64068,43.4075,2019,4,"France"
-2.2217,47.12763,2019,4,"France"
-1.56017,46.24521,2019,4,"France"
-3.91307,47.85475,2019,5,"France"
-3.83154,47.79661,2019,5,"France"
-3.8265,47.79672,2019,5,"France"
-1.66114,43.3977,2019,5,"France"
5.37087,43.17648,2019,5,"France"
3.15694,42.47635,2019,5,"France"
-3.81279,48.71332,2019,5,"France"
5.39871,43.1738,2019,5,"France"
-3.14232,47.53413,2019,5,"France"
-3.9294,47.87385,2019,5,"France"
5.50118,43.19752,2019,5,"France"
-9.51136,39.412135,2019,5,"Portugal"
5.29111,43.26194,2019,5,"France"
3.16149,42.47805,2019,5,"France"
-1.67869,43.38879,2019,5,"France"
-2.425695,50.56552,2019,5,"United Kingdom of Great Britain and Northern Ireland"
-3.74082,47.80444,2019,5,"France"
5.29633,43.26628,2019,5,"France"
3.22426,42.05008,2019,5,"Spain"
-3.95893,47.71589,2019,5,"France"
-1.516586,50.66543,2019,5,"United Kingdom of Great Britain and Northern Ireland"
-3.90146,47.83659,2019,5,"France"
-1.64068,43.4075,2019,5,"France"
-4.27397,48.15502,2019,5,"France"
-4.36062,47.88098,2019,5,"France"
-3.89159,47.83169,2019,5,"France"
3.22253,42.04949,2019,5,"Spain"
-5.049932,50.14554,2019,5,"United Kingdom of Great Britain and Northern Ireland"
-3.81237,48.71317,2019,5,"France"
3.2258,42.04712,2019,5,"Spain"
5.50988,43.19743,2019,5,"France"
-1.67769,43.38854,2019,5,"France"
-8.851859,41.696677,2019,5,"Portugal"
-8.85186,41.696679,2019,5,"Portugal"
-5.068169,50.142456,2019,5,"United Kingdom of Great Britain and Northern Ireland"
-3.9043,47.85708,2019,5,"France"
-1.6376,43.40906,2019,5,"France"
-3.83075,47.79632,2019,5,"France"
-4.29954,47.80006,2019,5,"France"
-4.133838,50.33772,2019,5,"United Kingdom of Great Britain and Northern Ireland"
-3.83131,47.79654,2019,5,"France"
-2.522728,49.50357,2019,5,"Guernsey"
5.29111,43.26194,2019,5,"France"
5.4012,43.17473,2019,5,"France"
3.16149,42.47805,2019,5,"France"
-3.85071,47.79811,2019,5,"France"
-1.67965,43.38891,2019,5,"France"
3.14917,42.47861,2019,5,"France"
-1.67869,43.38879,2019,5,"France"
-3.83075,47.79632,2019,5,"France"
-3.89564,47.83379,2019,5,"France"
-1.083125,50.66909,2019,5,"United Kingdom of Great Britain and Northern Ireland"
-1.6376,43.40906,2019,5,"France"
-3.84416,47.79445,2019,5,"France"
-4.28606,48.10568,2019,5,"France"
-4.34734,47.79903,2019,5,"France"
-3.89369,47.83333,2019,5,"France"
-3.89861,47.84137,2019,5,"France"
-4.36129,47.82671,2019,5,"France"
-3.89954,47.83419,2019,5,"France"
-1.67965,43.38891,2019,5,"France"
-5.074781,50.13831,2019,5,"United Kingdom of Great Britain and Northern Ireland"
3.16209,42.40922,2019,5,"Spain"
-4.31814,47.79975,2019,5,"France"
3.16149,42.47805,2019,5,"France"
-3.83182,47.79667,2019,5,"France"
7.08278,43.54028,2019,5,"France"
-1.66217,43.39864,2019,5,"France"
-3.8511,47.79608,2019,5,"France"
-3.83806,47.79761,2019,5,"France"
-2.076993,50.57732,2019,5,"United Kingdom of Great Britain and Northern Ireland"
-2.425695,50.56552,2019,5,"United Kingdom of Great Britain and Northern Ireland"
-1.64068,43.4075,2019,5,"France"
-3.8882,47.82935,2019,5,"France"
-1.67769,43.38854,2019,5,"France"
-3.14267,47.53376,2019,5,"France"
-9.51136,39.412135,2019,5,"Portugal"
-8.82032,37.06253,2019,5,"Portugal"
-8.91953,37.01801,2019,5,"Portugal"
-8.90577,37.02405,2019,5,"Portugal"
-8.82032,37.06253,2019,5,"Portugal"
-8.90577,37.02405,2019,5,"Portugal"
5.61549,43.16002,2019,6,"France"
3.80942,43.4186,2019,6,"France"
-3.91307,47.85475,2019,6,"France"
-4.607475,54.075123,2019,6,"Isle of Man"
-3.92281,47.8701,2019,6,"France"
-2.193521,36.722366,2019,6,"Spain"
-1.66163,43.39818,2019,6,"France"
-4.607313,54.07257,2019,6,"Isle of Man"
-1.931459,43.335483,2019,6,"Spain"
3.12814,42.50117,2019,6,"France"
3.16021,42.4611,2019,6,"France"
3.16021,42.4611,2019,6,"France"
5.69276,43.14779,2019,6,"France"
-2.425695,50.56552,2019,6,"United Kingdom of Great Britain and Northern Ireland"
3.16021,42.4611,2019,6,"France"
-2.506642,49.47476,2019,6,"Guernsey"
5.61967,43.15756,2019,6,"France"
-4.1098,47.87117,2019,6,"France"
-3.90579,47.85152,2019,6,"France"
-2.548371,49.4225,2019,6,"Guernsey"
3.16021,42.4611,2019,6,"France"
-3.98797,47.8848,2019,6,"France"
3.12814,42.50117,2019,6,"France"
5.70858,43.14463,2019,6,"France"
-3.9043,47.85708,2019,6,"France"
-3.97734,47.85624,2019,6,"France"
-1.67965,43.38891,2019,6,"France"
-4.45173,48.29278,2019,6,"France"
-3.76625,47.79125,2019,6,"France"
3.16021,42.4611,2019,6,"France"
5.62278,43.155,2019,6,"France"
-1.64381,43.40601,2019,6,"France"
-3.89861,47.84137,2019,6,"France"
-1.64068,43.4075,2019,6,"France"
-5.04977,50.14529,2019,6,"United Kingdom of Great Britain and Northern Ireland"
-3.9772,47.85395,2019,6,"France"
-1.6376,43.40906,2019,6,"France"
3.16021,42.4611,2019,6,"France"
5.76788,43.08451,2019,6,"France"
-2.441698,50.57043,2019,6,"United Kingdom of Great Britain and Northern Ireland"
3.22658,42.04384,2019,6,"Spain"
5.61211,43.16003,2019,6,"France"
-3.74082,47.80444,2019,6,"France"
-4.4534,48.29429,2019,6,"France"
5.68324,43.15469,2019,6,"France"
0.12,38.85,2019,6,"Spain"
0.09,38.85,2019,6,"Spain"
0.11,38.85,2019,6,"Spain"
0.1,38.85,2019,6,"Spain"
0.04,38.86,2019,6,"Spain"
0.09,38.86,2019,6,"Spain"
0.03,38.86,2019,6,"Spain"
0.08,38.86,2019,6,"Spain"
0.07,38.86,2019,6,"Spain"
0.14,38.86,2019,6,"Spain"
0.06,38.86,2019,6,"Spain"
0.02,38.87,2019,6,"Spain"
0.06,38.87,2019,6,"Spain"
0.01,38.87,2019,6,"Spain"
0.1,38.86,2019,6,"Spain"
0.12,38.86,2019,6,"Spain"
0.11,38.86,2019,6,"Spain"
0,38.87,2019,6,"Spain"
0,38.87,2019,6,"Spain"
0.12,38.87,2019,6,"Spain"
0.03,38.87,2019,6,"Spain"
0.04,38.87,2019,6,"Spain"
0,38.88,2019,6,"Spain"
0,38.88,2019,6,"Spain"
-0.01,38.88,2019,6,"Spain"
0.11,38.88,2019,6,"Spain"
0.1,38.88,2019,6,"Spain"
0.09,38.88,2019,6,"Spain"
0.1,38.89,2019,6,"Spain"
0.09,38.89,2019,6,"Spain"
0.08,38.89,2019,6,"Spain"
0.09,38.9,2019,6,"Spain"
5.61967,43.15756,2019,6,"France"
-1.66114,43.3977,2019,6,"France"
-4.77956,48.44693,2019,6,"France"
-3.76614,47.79158,2019,6,"France"
-3.90137,47.85037,2019,6,"France"
-3.90402,47.85082,2019,6,"France"
3.16021,42.4611,2019,6,"France"
3.16021,42.4611,2019,6,"France"
-2.425695,50.56552,2019,6,"United Kingdom of Great Britain and Northern Ireland"
3.16021,42.4611,2019,6,"France"
-1.931459,43.335483,2019,6,"Spain"
-1.67869,43.38879,2019,6,"France"
-1.67769,43.38854,2019,6,"France"
3.16021,42.4611,2019,6,"France"
5.62079,43.15911,2019,6,"France"
-8.98581,37.04831,2019,6,"Portugal"
-8.98581,37.04831,2019,6,"Portugal"
-2.015431,43.320866,2019,7,"Spain"
-1.948699,43.332239,2019,7,"Spain"
-1.79582,43.393177,2019,7,"Spain"
-1.948699,43.332239,2019,7,"Spain"
-2.015431,43.320866,2019,7,"Spain"
-3.92281,47.8701,2019,7,"France"
-3.90146,47.83659,2019,7,"France"
-3.8882,47.82935,2019,7,"France"
-3.54856,47.76619,2019,7,"France"
-3.89861,47.84137,2019,7,"France"
-3.89369,47.83333,2019,7,"France"
-3.66308,47.78277,2019,7,"France"
-1.916184,50.68906,2019,7,"United Kingdom of Great Britain and Northern Ireland"
3.51475,43.27058,2019,7,"France"
-4.607475,54.075123,2019,7,"Isle of Man"
-1.971959,43.329551,2019,7,"Spain"
-3.91307,47.85475,2019,7,"France"
3.51475,43.27058,2019,7,"France"
-5.057131,50.147346,2019,7,"United Kingdom of Great Britain and Northern Ireland"
-3.94313,47.88497,2019,7,"France"
-3.84416,47.79445,2019,7,"France"
3.16149,42.47805,2019,7,"France"
-3.90402,47.85082,2019,7,"France"
-3.9294,47.87385,2019,7,"France"
-1.971959,43.329551,2019,7,"Spain"
-4.63228,48.02907,2019,7,"France"
-3.91811,47.86868,2019,7,"France"
-4.59446,48.01296,2019,7,"France"
3.25525,42.33562,2019,7,"Spain"
-3.92085,47.86957,2019,7,"France"
-2.015431,43.320866,2019,7,"Spain"
8.75475,41.85043,2019,7,"France"
-1.922439,50.69077,2019,7,"United Kingdom of Great Britain and Northern Ireland"
-5.057851,50.147299,2019,7,"United Kingdom of Great Britain and Northern Ireland"
-3.19909,47.67445,2019,7,"France"
-3.85071,47.79811,2019,7,"France"
-3.90099,47.83737,2019,7,"France"
-3.9043,47.85708,2019,7,"France"
-1.971959,43.329551,2019,7,"Spain"
-2.446783,50.5691,2019,7,"United Kingdom of Great Britain and Northern Ireland"
-1.948699,43.332239,2019,7,"Spain"
-3.4281,47.64194,2019,7,"France"
-3.83806,47.79761,2019,7,"France"
8.72606,41.90796,2019,7,"France"
-2.79953,47.58771,2019,7,"France"
-3.72029,47.80199,2019,7,"France"
-3.94509,47.88696,2019,7,"France"
-2.220854,49.71751,2019,7,"Guernsey"
-3.89159,47.83169,2019,7,"France"
-3.70291,47.78847,2019,7,"France"
-1.87652,50.68623,2019,7,"United Kingdom of Great Britain and Northern Ireland"
-3.8511,47.79608,2019,7,"France"
-3.92772,47.87062,2019,7,"France"
-2.49585,47.51762,2019,7,"France"
-1.931284,50.66457,2019,7,"United Kingdom of Great Britain and Northern Ireland"
-3.89954,47.83419,2019,7,"France"
-3.90812,47.8507,2019,7,"France"
-1.948699,43.332239,2019,7,"Spain"
-3.90579,47.85152,2019,7,"France"
-1.883828,50.7081,2019,7,"United Kingdom of Great Britain and Northern Ireland"
-3.93397,47.88217,2019,7,"France"
-1.877431,50.68971,2019,7,"United Kingdom of Great Britain and Northern Ireland"
-3.9294,47.87385,2019,7,"France"
-4.607313,54.07257,2019,7,"Isle of Man"
-1.971959,43.329551,2019,7,"Spain"
-3.55639,47.76541,2019,7,"France"
-1.913049,50.66161,2019,7,"United Kingdom of Great Britain and Northern Ireland"
-8.81005,37.9225,2019,7,"Portugal"
-8.802683,37.880817,2019,7,"Portugal"
-8.8028,37.87935,2019,7,"Portugal"
-8.80085,37.850367,2019,7,"Portugal"
-8.800433,37.828333,2019,7,"Portugal"
-8.800167,37.836717,2019,7,"Portugal"
-8.802683,37.880817,2019,7,"Portugal"
-8.8028,37.87935,2019,7,"Portugal"
-8.80085,37.850367,2019,7,"Portugal"
-8.801033,37.846117,2019,7,"Portugal"
-8.800433,37.828333,2019,7,"Portugal"
-8.800167,37.836717,2019,7,"Portugal"
7.12252,43.53963,2019,8,"France"
-1.48215,46.22853,2019,8,"France"
-1.51958,46.25459,2019,8,"France"
6.84389,43.40901,2019,8,"France"
-4.08389,50.31576,2019,8,"United Kingdom of Great Britain and Northern Ireland"
-2.29427,46.98584,2019,8,"France"
-4.36062,47.88098,2019,8,"France"
-1.56202,46.2408,2019,8,"France"
-5.058008,50.146729,2019,8,"United Kingdom of Great Britain and Northern Ireland"
-2.17047,47.26732,2019,8,"France"
-1.48875,46.25198,2019,8,"France"
-2.22059,47.0103,2019,8,"France"
-1.55994,48.98923,2019,8,"France"
-2.24222,47.13606,2019,8,"France"
-2.24576,47.13579,2019,8,"France"
-1.48145,46.24463,2019,8,"France"
-9.335972,39.276041,2019,8,"Portugal"
-9.343348,39.24107,2019,8,"Portugal"
-1.48219,46.24721,2019,8,"France"
-2.375,47.04167,2019,8,"France"
-2.28019,50.61782,2019,8,"United Kingdom of Great Britain and Northern Ireland"
-4.36129,47.82671,2019,8,"France"
-1.27307,46.15175,2019,8,"France"
-5.651036,54.66859,2019,8,"United Kingdom of Great Britain and Northern Ireland"
8.54848,42.24142,2019,8,"France"
-1.56201,46.24496,2019,8,"France"
-2.15027,46.89448,2019,8,"France"
-4.607313,54.07257,2019,8,"Isle of Man"
-2.25036,47.02626,2019,8,"France"
-2.018189,49.19761,2019,8,"Jersey"
-2.30425,47.02562,2019,8,"France"
9.4906,42.78567,2019,8,"France"
3.51475,43.27058,2019,8,"France"
-2.15023,46.9005,2019,8,"France"
-1.47513,46.23473,2019,8,"France"
-1.93496,50.62594,2019,8,"United Kingdom of Great Britain and Northern Ireland"
-2.18181,46.93707,2019,8,"France"
7.06155,43.52301,2019,8,"France"
-0.702387,50.74492,2019,8,"United Kingdom of Great Britain and Northern Ireland"
-4.23382,47.79353,2019,8,"France"
-2.21902,46.99024,2019,8,"France"
-2.22032,47.00386,2019,8,"France"
-5.057851,50.147299,2019,8,"United Kingdom of Great Britain and Northern Ireland"
-1.25633,46.16099,2019,8,"France"
-4.607475,54.075123,2019,8,"Isle of Man"
3.51475,43.27058,2019,8,"France"
-5.651036,54.66859,2019,8,"United Kingdom of Great Britain and Northern Ireland"
-2.28019,50.61782,2019,8,"United Kingdom of Great Britain and Northern Ireland"
-5.074004,50.140442,2019,8,"United Kingdom of Great Britain and Northern Ireland"
7.11805,43.54371,2019,8,"France"
-2.26318,46.96016,2019,8,"France"
-2.24033,47.13259,2019,8,"France"
-2.2055,50.61327,2019,8,"United Kingdom of Great Britain and Northern Ireland"
-2.16549,47.21694,2019,8,"France"
-1.48607,46.20075,2019,8,"France"
-1.25873,46.16322,2019,8,"France"
-2.29657,47.01704,2019,8,"France"
3.51475,43.27058,2019,8,"France"
-9.335972,39.276041,2019,8,"Portugal"
-9.343348,39.24107,2019,8,"Portugal"
-8.96021,37.09459,2019,8,"Portugal"
-8.96357,37.08382,2019,8,"Portugal"
-8.809433,37.808617,2019,8,"Portugal"
-8.813083,37.80345,2019,8,"Portugal"
-8.820317,37.597717,2019,8,"Portugal"
-8.816817,37.588117,2019,8,"Portugal"
-8.814,37.75225,2019,8,"Portugal"
-8.816067,37.744617,2019,8,"Portugal"
-8.813717,37.6378,2019,8,"Portugal"
-8.8147,37.626967,2019,8,"Portugal"
-8.96021,37.09459,2019,8,"Portugal"
-8.96357,37.08382,2019,8,"Portugal"
-8.809433,37.808617,2019,8,"Portugal"
-8.813083,37.80345,2019,8,"Portugal"
-8.820317,37.597717,2019,8,"Portugal"
-8.816817,37.588117,2019,8,"Portugal"
-8.816067,37.744617,2019,8,"Portugal"
-8.813717,37.6378,2019,8,"Portugal"
-8.8147,37.626967,2019,8,"Portugal"
-3.97182,48.71346,2019,9,"France"
-1.64068,43.4075,2019,9,"France"
-2.49585,47.51762,2019,9,"France"
-1.67869,43.38879,2019,9,"France"
-3.92116,48.68683,2019,9,"France"
-4.05829,48.69381,2019,9,"France"
-1.66217,43.39864,2019,9,"France"
-1.67769,43.38854,2019,9,"France"
-2.089032,50.59119,2019,9,"United Kingdom of Great Britain and Northern Ireland"
-1.66163,43.39818,2019,9,"France"
-8.897337,42.214421,2019,9,"Spain"
-1.82326,48.868,2019,9,"France"
-1.64381,43.40601,2019,9,"France"
-1.8784,48.88583,2019,9,"France"
-3.8409,48.69689,2019,9,"France"
3.31567,42.31369,2019,9,"Spain"
-3.92571,48.6899,2019,9,"France"
-1.87933,48.88937,2019,9,"France"
-3.92481,48.68592,2019,9,"France"
-4.15145,48.69255,2019,9,"France"
-2.060883,50.57669,2019,9,"United Kingdom of Great Britain and Northern Ireland"
-1.67965,43.38891,2019,9,"France"
-3.74082,47.80444,2019,9,"France"
-3.92124,48.68253,2019,9,"France"
-1.6376,43.40906,2019,9,"France"
-3.83806,47.79761,2019,9,"France"
-3.9043,47.85708,2019,9,"France"
-4.45359,48.29332,2019,9,"France"
-3.92364,48.69001,2019,9,"France"
3.15462,42.47844,2019,9,"France"
-2.089032,50.59119,2019,9,"United Kingdom of Great Britain and Northern Ireland"
-3.96285,48.68845,2019,9,"France"
-3.97353,48.7084,2019,9,"France"
5.61211,43.16003,2019,9,"France"
-1.66114,43.3977,2019,9,"France"
-3.90118,47.83703,2019,9,"France"
-8.856327,37.375638,2019,9,"Portugal"
-8.839212,37.392827,2019,9,"Portugal"
-8.923742,37.191079,2019,9,"Portugal"
-8.87847,37.30323,2019,9,"Portugal"
-8.87668,37.29849,2019,9,"Portugal"
-8.8673,37.28605,2019,9,"Portugal"
-8.8682,37.257,2019,9,"Portugal"
-8.8656,37.26518,2019,9,"Portugal"
-8.88052,37.32081,2019,9,"Portugal"
-8.87672,37.31423,2019,9,"Portugal"
-8.793533,37.543367,2019,9,"Portugal"
-8.798467,37.53605,2019,9,"Portugal"
-8.802967,37.479467,2019,9,"Portugal"
-8.799817,37.490017,2019,9,"Portugal"
-8.80285,37.680383,2019,9,"Portugal"
-8.801083,37.694933,2019,9,"Portugal"
-8.805317,37.902317,2019,9,"Portugal"
-8.805067,37.899883,2019,9,"Portugal"
-8.87668,37.29849,2019,9,"Portugal"
-8.8673,37.28605,2019,9,"Portugal"
-8.8682,37.257,2019,9,"Portugal"
-8.88052,37.32081,2019,9,"Portugal"
-8.802967,37.479467,2019,9,"Portugal"
-8.799817,37.490017,2019,9,"Portugal"
-8.80285,37.680383,2019,9,"Portugal"
-8.801083,37.694933,2019,9,"Portugal"
-8.805317,37.902317,2019,9,"Portugal"
-8.805067,37.899883,2019,9,"Portugal"
-4.84266,48.03232,2019,10,"France"
-3.99988,47.7208,2019,10,"France"
-4.55709,48.00639,2019,10,"France"
-4.05315,47.8541,2019,10,"France"
-1.66114,43.3977,2019,10,"France"
-1.67869,43.38879,2019,10,"France"
-2.03047,46.75542,2019,10,"France"
-2.15581,46.88518,2019,10,"France"
3.13386,42.51332,2019,10,"France"
-4.85703,48.03922,2019,10,"France"
-1.55994,48.98923,2019,10,"France"
-4.86449,48.04023,2019,10,"France"
-2.85005,47.51509,2019,10,"France"
-1.66163,43.39818,2019,10,"France"
-1.64068,43.4075,2019,10,"France"
3.11066,42.52404,2019,10,"France"
-1.98043,46.71813,2019,10,"France"
-4.84786,48.03223,2019,10,"France"
-4.8616,48.03999,2019,10,"France"
-2.14462,46.82463,2019,10,"France"
18.39348,39.9117,2019,10,"Italy"
-0.46145,49.33756,2019,10,"France"
-4.84784,48.03225,2019,10,"France"
-4.85048,48.03711,2019,10,"France"
-1.64381,43.40601,2019,10,"France"
-4.85359,48.03836,2019,10,"France"
-3.85337,47.80261,2019,10,"France"
-4.86844,48.04191,2019,10,"France"
-1.6376,43.40906,2019,10,"France"
-4.83609,48.03183,2019,10,"France"
-2.57322,47.51647,2019,10,"France"
-1.67769,43.38854,2019,10,"France"
-4.54893,48.01149,2019,10,"France"
-1.67965,43.38891,2019,10,"France"
-1.66217,43.39864,2019,10,"France"
-4.86145,48.04072,2019,10,"France"
-4.86869,48.0397,2019,10,"France"
3.51196,43.26841,2019,10,"France"
-8.802133,37.83055,2019,10,"Portugal"
-8.8029,37.8295,2019,10,"Portugal"
-8.802133,37.83055,2019,10,"Portugal"
-8.8029,37.8295,2019,10,"Portugal"
-5.058328,50.146887,2019,11,"United Kingdom of Great Britain and Northern Ireland"
-0.46145,49.33756,2019,11,"France"
-2.14462,46.82463,2019,11,"France"
-2.15581,46.88518,2019,11,"France"
-5.061869,50.13833,2019,11,"United Kingdom of Great Britain and Northern Ireland"
-2.03047,46.75542,2019,11,"France"
-2.14462,46.82463,2019,12,"France"
-1.43216,43.67563,2019,12,"France"
-2.15581,46.88518,2019,12,"France"
-5.049448,50.14024,2019,12,"United Kingdom of Great Britain and Northern Ireland"
-5.040946,50.14447,2019,12,"United Kingdom of Great Britain and Northern Ireland"
3.7,43.42472,2019,12,"France"
-25.014773,36.943886,2019,NA,"Portugal"
-25.146063,36.945797,2019,NA,"Portugal"
-25.088821,36.94734,2019,NA,"Portugal"
-25.050515,36.985383,2019,NA,"Portugal"
-25.5375,37.7195,2019,NA,"Portugal"
-25.050515,36.985383,2019,NA,"Portugal"
-25.5375,37.7195,2019,NA,"Portugal"
-3.83075,47.79632,2018,1,"France"
-3.9294,47.87385,2018,1,"France"
-3.9043,47.85708,2018,1,"France"
-3.8265,47.79672,2018,1,"France"
-4.07127,47.85972,2018,1,"France"
-4.05315,47.8541,2018,1,"France"
-3.93397,47.88217,2018,1,"France"
-3.89861,47.84137,2018,1,"France"
-3.83806,47.79761,2018,1,"France"
-3.90146,47.83659,2018,1,"France"
-3.89369,47.83333,2018,1,"France"
-3.92772,47.87062,2018,1,"France"
-3.8511,47.79608,2018,1,"France"
-3.84416,47.79445,2018,1,"France"
4.556,52.455,2018,1,"Netherlands"
-3.8882,47.82935,2018,2,"France"
-1.09312,45.98431,2018,2,"France"
-3.92281,47.8701,2018,2,"France"
-3.90131,47.83677,2018,2,"France"
-3.83105,47.79645,2018,2,"France"
-3.90105,47.83708,2018,2,"France"
-3.90107,47.837,2018,2,"France"
-3.9043,47.85708,2018,2,"France"
-3.9012,47.83682,2018,2,"France"
-3.83082,47.79636,2018,2,"France"
-3.83182,47.79667,2018,2,"France"
-3.92281,47.8701,2018,2,"France"
-3.90579,47.85152,2018,2,"France"
-3.92085,47.86957,2018,2,"France"
-3.89159,47.83169,2018,2,"France"
-3.90127,47.83675,2018,2,"France"
-3.83131,47.79654,2018,2,"France"
-3.90812,47.8507,2018,2,"France"
-3.83052,47.79623,2018,2,"France"
-1.11666,46.00234,2018,2,"France"
-3.90111,47.83693,2018,2,"France"
-1.3978,46.01458,2018,2,"France"
-1.19612,45.89168,2018,2,"France"
-1.372,46.03953,2018,2,"France"
-1.12417,46.11346,2018,2,"France"
-3.83154,47.79661,2018,2,"France"
-1.36814,46.03579,2018,2,"France"
-3.90116,47.83688,2018,2,"France"
-3.80715,47.79107,2018,2,"France"
-4.63567,48.57635,2018,2,"France"
-3.83131,47.79654,2018,2,"France"
-3.83154,47.79661,2018,2,"France"
-4.45396,50.346498,2018,2,"United Kingdom of Great Britain and Northern Ireland"
-3.90103,47.83715,2018,2,"France"
-3.83182,47.79667,2018,2,"France"
-4.176928,51.198647,2018,2,"United Kingdom of Great Britain and Northern Ireland"
5.50988,43.19743,2018,3,"France"
-3.90146,47.83659,2018,3,"France"
-3.90402,47.85082,2018,3,"France"
-3.97948,47.9019,2018,3,"France"
5.50988,43.19743,2018,3,"France"
-1.56017,46.24521,2018,3,"France"
-2.52484,47.38993,2018,3,"France"
-4.36129,47.82671,2018,3,"France"
-2.30425,47.02562,2018,3,"France"
-1.35458,46.20528,2018,3,"France"
-3.97769,47.90193,2018,3,"France"
-3.85337,47.80261,2018,3,"France"
-1.48875,46.25198,2018,3,"France"
-3.95545,47.71571,2018,3,"France"
-3.95545,47.71571,2018,3,"France"
-2.16549,47.21694,2018,3,"France"
-3.8511,47.79608,2018,3,"France"
-3.96527,47.89645,2018,3,"France"
-2.26318,46.96016,2018,3,"France"
-4.76221,48.46734,2018,3,"France"
-3.95862,47.71717,2018,3,"France"
-3.84416,47.79445,2018,3,"France"
-3.98411,47.86101,2018,3,"France"
-1.31519,46.18761,2018,3,"France"
-4.62555,48.57524,2018,3,"France"
-2.24063,46.96511,2018,3,"France"
-2.22032,47.00386,2018,3,"France"
-1.49375,46.25562,2018,3,"France"
-3.92281,47.8701,2018,3,"France"
-1.32716,46.14769,2018,3,"France"
-3.91307,47.85475,2018,3,"France"
-3.9294,47.87385,2018,3,"France"
-3.99456,47.85372,2018,3,"France"
-3.85071,47.79811,2018,3,"France"
-2.29427,46.98584,2018,3,"France"
-4.76214,48.38271,2018,3,"France"
-3.92772,47.87062,2018,3,"France"
-3.95862,47.71717,2018,3,"France"
-5.537771,50.094937,2018,3,"United Kingdom of Great Britain and Northern Ireland"
-3.98797,47.8848,2018,3,"France"
-3.93397,47.88217,2018,3,"France"
-2.15023,46.9005,2018,3,"France"
-3.92772,47.87062,2018,3,"France"
-5.059,50.16082,2018,3,"United Kingdom of Great Britain and Northern Ireland"
-1.27307,46.15175,2018,3,"France"
-3.9772,47.85395,2018,3,"France"
-5.539754,50.110441,2018,3,"United Kingdom of Great Britain and Northern Ireland"
-4.36062,47.88098,2018,3,"France"
-3.97611,47.8899,2018,3,"France"
-3.90579,47.85152,2018,3,"France"
-3.89954,47.83419,2018,3,"France"
-3.9043,47.85708,2018,3,"France"
-5.528809,50.120446,2018,3,"United Kingdom of Great Britain and Northern Ireland"
-1.25873,46.16322,2018,3,"France"
-3.90812,47.8507,2018,3,"France"
-3.94509,47.88696,2018,3,"France"
-2.25036,47.02626,2018,3,"France"
-3.83806,47.79761,2018,3,"France"
-1.3493,46.15446,2018,3,"France"
-5.529839,50.12019,2018,3,"United Kingdom of Great Britain and Northern Ireland"
